Index,Year,Geo_Desc,White (Estimated),Black or African American (Estimated),American Indian and Alaska Native (Estimated),Asian (Estimated),Native Hawaiian and Other Pacific Islander (Estimated),Hispanic (Estimated),US Census Population Estimate,Total Employment (Number of Jobs),Personal Income,Personal Consumption Expenditures,Total Educational Attainment Estimate,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,total_opioid_prescriptions,tot_presc_opioid_od,,,,,,,,
35,2021,North Carolina,"7,643,159","2,508,117","247,490","433,510","27,919","1,080,426",10565885,6318605,592695,463814.9,1005784,506796,15676150,3.23,49861,9.84,"5,550,172",3381.0832,,,,,,,,
36,2021,North Dakota,"693,551","34,133","50,895","18,312","2,041","34,822",777934,567834,50002.9,37338.5,85620,29381,1044301,2.81,648,2.21,"272,216",248.93888,,,,,,,,
37,2021,Ohio,"9,828,239","1,756,902","112,117","378,663","16,778","507,683",11764342,7048306,670035.6,519370.2,1058634,940091,39638415,2.37,41456,4.41,"5,187,393","3,765",,,,,,,,
38,2021,Oklahoma,"3,165,843","391,696","566,024","131,477","16,109","470,516",3991225,2314387,214760.7,154084,388812,293862,5776761,5.09,78247,26.63,"2,384,866","1,277",,,,,,,,
39,2021,Oregon,"3,836,587","145,150","151,558","282,213","37,972","596,978",4256301,2559698,261546.5,202876.8,356854,363484,9845328,3.69,47494,13.07,"2,013,559","1,362",,,,,,,,
40,2021,Pennsylvania,"10,813,605","1,779,484","125,685","596,813","23,011","1,084,917",13012059,7650343,833314.5,635754.1,1127884,455083,32695393,1.39,44975,9.88,"5,045,903","4,164",,,,,,,,
41,2021,Rhode Island,"939,727","118,519","22,072","49,160","4,100","187,724",1096985,640257,70531.5,51393.9,113825,68584,3275571,2.09,5796,8.45,"347,075",351,,,,,,,,
42,2021,South Carolina,"3,666,371","1,446,757","61,228","128,270","10,441","330,126",5193266,2938337,272339.5,224785.5,476311,144556,6635919,2.18,12240,8.47,"2,877,724",1661.84512,,,,,,,,
43,2021,South Dakota,"778,307","30,464","90,522","20,475","2,364","41,673",896164,625510,57717.8,42745,84378,26064,947559,2.75,2156,8.27,"363,917",287,,,,,,,,
44,2021,Tennessee,"5,594,610","1,261,538","82,214","178,956","14,432","427,059",6968351,4301472,394520.4,296228.3,623070,694218,14161072,4.9,443880,63.94,"4,610,724",2229.87232,,,,,,,,
45,2021,Texas,"23,592,021","4,213,368","513,010","1,856,846","87,004","11,845,413",29558864,18559325,1767681.7,1332115.7,2846706,576024,28375224,2.03,24379,4.23,"11,107,046",9458.83648,,,,,,,,
46,2021,Utah,"3,101,410","76,204","77,054","130,525","56,806","495,239",3339113,2250031,186990.5,142373.9,381791,123197,3383385,3.64,9259,7.52,"1,662,583","1,069",,,,,,,,
47,2021,Vermont,"621,316","14,170","8,313","16,752",686,"14,353",646972,421226,39949.4,32769.8,66098,43511,1594969,2.73,5765,13.25,"211,303",207,,,,,,,,
48,2021,Virginia,"6,211,262","1,880,922","114,634","745,132","24,759","884,746",8657365,5392698,573027.9,416984.5,817784,2797499,19305772,14.49,2461048,87.97,"3,160,771","2,770",,,,,,,,
49,2021,Washington,"6,361,440","483,648","275,150","962,940","105,689","1,062,818",7740745,4576236,570920.8,400486.8,661761,510784,13531963,3.77,39970,7.83,"3,063,979","2,477",,,,,,,,
50,2021,West Virginia,"1,695,217","88,389","17,237","23,754","3,723","35,029",1785526,864509,86451.8,73374.9,156128,162857,8609004,1.89,7121,4.37,"902,884",571,,,,,,,,
51,2021,Wisconsin,"5,220,965","458,915","110,565","219,529","8,496","438,964",5880101,3684969,351551.3,266288.8,544964,491604,11162438,4.4,103567,21.07,"2,082,868",1881.63232,,,,,,,,
52,2021,Wyoming,"548,508","11,487","22,783","10,043","1,644","61,558",579483,420429,40322.8,27685.2,51926,17713,446621,3.97,2010,11.35,"268,930",185.43456,,,,,,,,
53,2020,United States,260171154,49333852,7102755,23774989,1701611,61838550,329484123,195286600,19812171,14116165.7,30952100,21159978,653713145,3.24,4008483,18.94,"143,389,354","92,255",,,,,,,,
54,2020,Alabama,"3,552,313","1,398,872","70,772","98,569","9,969","233,001",4921532,2671005,232040.3,177093.9,471553,182750,6731532,2.71,8428,4.61,"4,017,099",1378.02896,,,,,,,,
55,2020,Alaska,"523,696","40,609","150,612","65,658","17,056","54,344",731158,430840,45965.1,35831.5,75499,57131,1329276,4.3,7264,12.71,"269,295",205,,,,,,,,
56,2020,Arizona,"6,107,280","473,323","448,483","353,010","37,474","2,298,475",7421401,3920033,375601.3,288818.8,677465,528058,14379406,3.67,38059,7.21,"3,095,698","2,078",,,,,,,,
57,2020,Arkansas,"2,436,244","504,665","63,155","67,045","16,129","243,654",3030522,1639829,142038.5,104782.9,286999,183608,4747650,3.87,6311,3.44,"2,364,920",849,,,,,,,,
58,2020,California,"29,622,772","3,071,983","1,116,550","7,120,742","369,317","15,650,672",39368078,23154091,2790523.5,1848651.7,3825091,2438944,81928518,2.98,150614,6.18,"11,365,077","11,023",,,,,,,,
59,2020,Colorado,"5,187,369","340,437","163,092","276,690","24,414","1,273,158",5807719,3821481,378051.4,272276.5,525528,389352,7539980,5.16,38019,9.76,"2,246,162","1,626",,,,,,,,
60,2020,Connecticut,"2,928,825","507,178","46,635","207,875","8,993","625,187",3557006,2217432,282486.1,180077,348309,254566,8855410,2.87,22929,9.01,"1,289,960",995.96168,,,,,,,,
61,2020,Delaware,"706,058","251,719","14,242","49,308","2,295","98,566",986809,592126,55866.8,45112.3,86584,72222,2676252,2.7,11609,16.07,"451,175",276,,,,,,,,
62,2020,District of Columbia,"322,207","321,720","9,806","37,970","2,120","77,661",712816,866085,61925.5,47733.5,76546,46589,1845621,2.52,2039,4.38,"177,846",200,,,,,,,,
63,2020,Florida,"17,051,166","3,971,606","225,900","817,907","60,650","5,734,620",21733312,12719592,1235793.4,954880.3,1769759,660176,25356087,2.6,52038,7.88,"10,036,732","6,085",,,,,,,,
64,2020,Georgia,"6,615,099","3,674,301","125,804","559,123","26,806","1,079,422",10710017,6326647,557601.2,410296,1029514,517381,14513150,3.56,28777,5.56,"6,002,955","2,999",,,,,,,,
65,2020,Hawaii,"633,085","54,084","38,735","830,496","396,603","159,267",1407006,817697,83109.5,64031.5,127251,78057,2090581,3.73,6132,7.86,"402,664",394,,,,,,,,
66,2020,Idaho,"1,763,627","28,286","53,659","47,597","9,072","240,762",1826913,1077864,91448.5,65101,162454,132076,3372544,3.92,8694,6.58,"1,008,829",512,,,,,,,,
67,2020,Illinois,"10,014,160","2,026,553","146,469","873,573","19,919","2,281,875",12587530,7519019,794459.5,556286.1,1207047,759916,24072560,3.16,22535,2.97,"4,882,045",3524.5084,,,,,,,,
68,2020,Indiana,"5,879,862","779,311","68,572","214,332","10,705",510766,6754953,3843114,354337.7,258617.9,664773,542625,15446410,3.51,29270,5.39,"3,835,933","1,891",,,,,,,,
69,2020,Iowa,"2,943,882","169,434","35,094","103,921","8,467",208906,3163561,2009821,169994.2,119315.3,318414,437881,6801710,6.44,273534,62.47,"1,257,433",885.79708,,,,,,,,
70,2020,Kansas,"2,614,367","230,139","71,178","116,347","8,178","369,734",2913805,1878887,164333.6,113475.7,297559,90567,3109049,2.91,6379,7.04,"1,714,048",815.8654,,,,,,,,
71,2020,Kentucky,"4,023,791","442,742","39,715","95,089","8,879","181,688",4477251,2471693,214052.5,164142.1,423509,619883,21099248,2.94,17091,2.76,"3,118,280",1253.63028,,,,,,,,
