White Population (Estimated) Rate,Black or African American Population (Estimated) Rate,American Indian and Alaska Native Population (Estimated) Rate,Asian Population (Estimated) Rate,Native Hawaiian and Other Pacific Islander Population (Estimated) Rate,Hispanic Population (Estimated) Rate,US Census Population Estimate Rate,Total Employment (Number of Jobs) Rate,Personal Income Rate,Personal Consumption Expenditures Rate,Total Educational Attainment Estimate Rate,Total Opioid Claims Rate,Total Claims Rate,Opioid Prescribing Rate,Long Acting Total Opioid Claims Rate,Long Acting Opioid Prescribing Rate,Total Opioid Prescriptions Rate,Any Opioid Overdose Rate,Prescription Opioid Overdose Rate, Synthetic Opioids other than Methadone (primarily fentanyl) Overdose Rate,2013,2014,2015,2016,2017,2018,2019,2020,2021,United States,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
0.717454098,0.217262643,0.013241211,0.086069145,0.002859877,0.10219576,0.026073922,0.622902927,0.066189643,0.04816529,0.686429647,0.323135157,2.229982448,0.1449,0.284272178,0.8797,0.365096193,0.247,0.05,0.218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.821812371,0.062480808,0.035545674,0.124398879,0.013653595,0.137301771,0.023313281,0.591188057,0.073755278,0.051737501,0.697755707,0.065986413,1.748147368,0.0377,0.005163586,0.0783,0.39582482,0.247,0.05,0.218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.949421627,0.04950306,0.009653738,0.013303643,0.0020851,0.019618309,0.005377579,0.484176092,0.048418113,0.041094277,0.708720567,0.091209537,4.821550624,0.0189,0.003988181,0.0437,0.505668358,0.247,0.05,0.218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.887903966,0.078045428,0.018803248,0.037334223,0.001444873,0.074652459,0.017709464,0.626684644,0.059786609,0.045286433,0.693243024,0.083604686,1.898341202,0.044,0.017613133,0.2107,0.354223167,0.247,0.05,0.218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.946547181,0.019822842,0.03931608,0.017330966,0.002837012,0.106229173,0.001745265,0.725524304,0.069584095,0.04777569,0.68224262,0.030566902,0.770723214,0.0397,0.003468609,0.1135,0.464086091,0.247,0.05,0.218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.789631839,0.14973059,0.0215572,0.072158224,0.00516447,0.187682943,1,0.592704129,0.060130882,0.042843235,0.687577944,0.064221541,1.984050518,0.0324,0.012165937,0.1894,0.435193516,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.721790085,0.284235072,0.014380075,0.020028113,0.002025589,0.047343185,0.014937084,0.542718202,0.047147982,0.035983491,0.691986357,0.037132746,1.367771661,0.0271,0.001712475,0.0461,0.816229377,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.716255584,0.055540663,0.205991044,0.089800016,0.023327379,0.074325932,0.002219099,0.589257042,0.062866166,0.049006507,0.663219851,0.078137694,1.818042065,0.043,0.009934925,0.1271,0.368313005,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.822928178,0.06377812,0.060431043,0.04756649,0.005049451,0.309709043,0.022524305,0.528206601,0.050610565,0.038917018,0.668663302,0.071153412,1.937559499,0.0367,0.005128277,0.0721,0.417131213,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80390243,0.166527417,0.020839644,0.022123251,0.005322185,0.08040001,0.009197779,0.54110447,0.046869318,0.034575859,0.672197562,0.060586262,1.566611297,0.0387,0.00208248,0.0344,0.780367211,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.752456648,0.078032334,0.028361811,0.180876039,0.009381129,0.397547272,0.119483991,0.5881438,0.070882899,0.04695814,0.683901066,0.061952326,2.081090116,0.0298,0.00382579,0.0618,0.288687627,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.893185259,0.058618022,0.028081937,0.047641768,0.004203716,0.219218251,0.017626704,0.658000327,0.065094644,0.046881831,0.690385072,0.067040434,1.298268735,0.0516,0.006546288,0.0976,0.386754593,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.823396137,0.142585646,0.013110745,0.058441003,0.00252825,0.175762144,0.010795683,0.623398442,0.079416819,0.050626004,0.707167207,0.071567492,2.489568474,0.0287,0.006446152,0.0901,0.36265331,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.715496109,0.255083811,0.014432377,0.049967116,0.002325678,0.099883564,0.002995012,0.600041143,0.05661359,0.045715331,0.708554036,0.073187415,2.712026339,0.027,0.011764181,0.1607,0.457206004,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.452019876,0.45133667,0.013756706,0.053267603,0.00297412,0.108949575,0.00216343,1.215019023,0.086874453,0.066964687,0.69016338,0.065359083,2.589196932,0.0252,0.002860486,0.0438,0.249497767,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.784563623,0.182742787,0.010394182,0.037633795,0.002790647,0.263863142,0.065961637,0.585257875,0.056861715,0.043936253,0.718864755,0.030376226,1.166692265,0.026,0.002394389,0.0788,0.461813275,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.617655322,0.343071444,0.011746387,0.052205613,0.002502891,0.100786208,0.032505411,0.590722405,0.052063521,0.038309556,0.668275923,0.04830814,1.355100557,0.0356,0.002686924,0.0556,0.56049911,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.449951884,0.038439068,0.027530089,0.590257611,0.281877263,0.113195679,0.00427033,0.58116099,0.059068334,0.045509045,0.717251739,0.055477375,1.485836592,0.0373,0.00435819,0.0786,0.286184991,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.965359051,0.015482949,0.029371404,0.026053238,0.004965754,0.131786243,0.005544768,0.58999197,0.050056297,0.035634428,0.664663014,0.07229463,1.846034267,0.0392,0.004758847,0.0658,0.552204183,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.795561957,0.160996875,0.01163604,0.069399874,0.001582439,0.181280601,0.038203753,0.597338715,0.063114805,0.044193428,0.692168797,0.060370541,1.912413317,0.0316,0.001790264,0.0297,0.387847735,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.870451948,0.115368826,0.010151366,0.031729606,0.001584763,0.075613553,0.020501604,0.568932752,0.052455983,0.03828567,0.670740862,0.080329945,2.286679123,0.0351,0.004333117,0.0539,0.56786968,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.930559581,0.053558,0.011093195,0.032849374,0.002676414,0.066035079,0.009601558,0.635303381,0.053735079,0.037715505,0.673333784,0.138413958,2.150017022,0.0644,0.086463956,0.6247,0.397473923,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.897234715,0.078982293,0.024427853,0.039929577,0.002806639,0.126890441,0.008843537,0.644822492,0.056398283,0.038944164,0.662400881,0.031082039,1.067006543,0.0291,0.002189234,0.0704,0.588250758,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.898719102,0.098887018,0.008870398,0.021238255,0.001983137,0.040580258,0.01358867,0.552055938,0.047808912,0.036661358,0.684159655,0.138451697,4.712545265,0.0294,0.003817298,0.0276,0.696472009,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.642704977,0.339148795,0.014259519,0.023367614,0.001505387,0.05498052,0.014098761,0.558162218,0.050873632,0.037435543,0.673515462,0.120570217,4.052392107,0.0298,0.002851258,0.0236,0.679333686,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.970648991,0.024363381,0.015488753,0.018501771,0.001199134,0.019021717,0.004097742,0.602234137,0.055405991,0.045454882,0.742970549,0.055318667,1.787971775,0.0309,0.007439964,0.1345,0.404540711,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.616294753,0.339646508,0.014093922,0.081132937,0.002606591,0.111529406,0.018379647,0.598055386,0.066953081,0.044500497,0.698265729,0.077300909,2.158188626,0.0358,0.007528317,0.0974,0.394384922,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.837969825,0.108268367,0.011169968,0.083796446,0.002381058,0.127815412,0.020922325,0.667326412,0.079851105,0.052300577,0.709742943,0.04972631,2.31815601,0.0215,0.004574985,0.092,0.316999281,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.822413863,0.158073075,0.016044561,0.041369962,0.001372892,0.055218077,0.030248969,0.540582077,0.053929718,0.041337162,0.69565271,0.094454603,2.67109287,0.0354,0.004699317,0.0498,0.527086039,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.865903988,0.087238671,0.022219445,0.061745604,0.001869606,0.057806829,0.017170302,0.63766624,0.062787648,0.044559442,0.684593047,0.05475133,2.015039041,0.0272,0.004469944,0.0816,0.285368111,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59911635,0.386358841,0.010891921,0.014812663,0.001732852,0.033623928,0.009004337,0.530301141,0.042573647,0.03246766,0.665338012,0.053862328,1.633205765,0.033,0.002315637,0.043,0.619535079,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849784152,0.131678888,0.014582346,0.02855005,0.00295828,0.04550822,0.018670241,0.600274923,0.052132927,0.04014965,0.685420645,0.050132422,1.721139785,0.0291,0.003400607,0.0678,0.541105263,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.921702942,0.012093539,0.084539093,0.01650322,0.002472753,0.042044204,0.003279603,0.633043272,0.054387239,0.042590209,0.698102958,0.266056005,2.727691779,0.0975,0.167482743,0.6295,0.491778004,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.912193324,0.066200546,0.023599367,0.034525525,0.002461353,0.119078611,0.005880563,0.673866301,0.058129898,0.041319252,0.661738627,0.037345578,1.199791799,0.0311,0.00389667,0.1043,0.453013906,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76905539,0.121594489,0.028114633,0.111865209,0.015905316,0.293421607,0.009524765,0.564289308,0.05497905,0.039522104,0.68976015,0.08742172,1.861817014,0.047,0.007331772,0.0839,0.474862973,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955042726,0.02609138,0.009329747,0.036719548,0.001321842,0.042749812,0.00414671,0.628329582,0.069122834,0.052062286,0.727550457,0.03597592,1.646210316,0.0219,0.004603758,0.128,0.378150812,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76568047,0.173537899,0.012524133,0.116140837,0.002496856,0.22182388,0.026958419,0.59887771,0.074703489,0.050402511,0.712965941,0.050709096,2.003561211,0.0253,0.004091925,0.0807,0.321038606,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.844333646,0.03595087,0.125292038,0.026445187,0.003524158,0.500661106,0.006392778,0.507772564,0.047009973,0.035316873,0.682835079,0.075264003,2.16302374,0.0348,0.002325859,0.0309,0.408251077,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.739937775,0.203335654,0.017516726,0.10695935,0.002883004,0.203237551,0.058688036,0.613939935,0.074605229,0.049958044,0.715006162,0.051161993,3.180177554,0.0161,0.003808236,0.0744,0.293273863,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.714105028,0.233523284,0.022853886,0.039366,0.002541406,0.098742145,0.032174003,0.571176125,0.051196638,0.038450817,0.680735307,0.042968173,1.302359355,0.033,0.004850378,0.1129,0.538265472,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.909124288,0.043791462,0.066284337,0.023607458,0.002517937,0.044772765,0.002322749,0.732315966,0.061949748,0.044191954,0.660591996,0.036184077,1.233364563,0.0293,0.001081916,0.0299,0.357008738,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.844404324,0.149268674,0.009445733,0.031704278,0.00139722,0.042289987,0.03548947,0.586064468,0.05399119,0.039996778,0.691331479,0.083115964,3.4044957,0.0244,0.003978289,0.0479,0.455638684,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.791679677,0.096695801,0.14049849,0.031948489,0.00388818,0.114623932,0.012081866,0.569472137,0.050279782,0.034667451,0.660565145,0.053276705,1.249586828,0.0426,0.004179329,0.0784,0.601359079,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.903440923,0.033451082,0.035336497,0.065121194,0.008793573,0.137495706,0.012873176,0.587864643,0.057005753,0.042232513,0.709506433,0.088616617,2.248955383,0.0394,0.010683939,0.1206,0.48845375,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.846486661,0.138110375,0.00958903,0.045300125,0.001746347,0.082457722,0.038797784,0.579887953,0.061665168,0.044800189,0.711476945,0.038963397,2.440984745,0.016,0.00380623,0.0977,0.406572067,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.890444366,0.110185645,0.020457373,0.046178077,0.003864254,0.173420362,0.003208425,0.582398486,0.062158212,0.043085066,0.719127823,0.062616058,2.962460447,0.0211,0.005390091,0.0861,0.345648812,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.692758392,0.275668834,0.011445294,0.023706986,0.001950158,0.060700186,0.015837,0.541435673,0.048283685,0.037712992,0.68623487,0.029194678,1.237327234,0.0236,0.002299139,0.0788,0.565472476,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.864667078,0.032830113,0.100385677,0.02210779,0.002541679,0.044561714,0.002709439,0.679102112,0.060065508,0.041980269,0.660010955,0.027190028,0.948311727,0.0287,0.002578645,0.0948,0.411354326,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.806683739,0.182876486,0.011599089,0.02525747,0.002032429,0.059615347,0.020901869,0.598394705,0.052604448,0.037662037,0.690338623,0.075652615,1.955714629,0.0387,0.033282783,0.4399,0.692123405,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.797060594,0.14045141,0.017062706,0.061249575,0.002868659,0.397465917,0.089111301,0.602870757,0.05532983,0.039808412,0.6470752,0.02168946,0.893039107,0.0243,0.000954914,0.044,0.39940507,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.93931651,0.022539608,0.023169786,0.0386319,0.016869859,0.147402719,0.009863537,0.657177698,0.052735933,0.037685126,0.603456159,0.038421738,0.940448244,0.0409,0.003411512,0.0888,0.509349425,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.991082014,0.021931605,0.013092226,0.026306375,0.001082864,0.02196369,0.001891888,0.656642288,0.061117965,0.047624036,0.728537235,0.068642345,2.33569264,0.0294,0.010071437,0.1467,0.358549893,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.722737846,0.217699003,0.013143027,0.085153208,0.002809827,0.100768483,0.026072768,0.608193666,0.062489176,0.043037726,0.687698175,0.281895843,2.195591954,0.1284,0.242289126,0.8595,0.377048745,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.828682029,0.061612673,0.035432382,0.121968849,0.013421524,0.135099353,0.023350479,0.57654818,0.068574007,0.046348867,0.69482793,0.067852135,1.766281299,0.0384,0.005358081,0.079,0.406274972,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.953700358,0.048754837,0.009429697,0.012876046,0.00206131,0.018792158,0.005416914,0.471128488,0.04536743,0.037280303,0.713397453,0.093796066,4.773016612,0.0197,0.00392876,0.0419,0.525334956,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.897972193,0.078674634,0.01882436,0.037146377,0.001437253,0.073870133,0.017702386,0.614128214,0.056513337,0.041142996,0.693648433,0.082854549,1.812081119,0.0457,0.018857793,0.2276,0.367210473,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.938804248,0.019368809,0.038832067,0.017011032,0.002790524,0.103604841,0.001767393,0.68981914,0.065210672,0.042186534,0.674186197,0.030627069,0.709564026,0.0432,0.003618236,0.1181,0.47237811,0.214,0.05,0.178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
